,AÑO,INEGI,NOM_ENTDIAD,NOM_MUNICIPIO,MODALIDAD,SUBTIPO_CRIMEN,ID_ENTIDAD,ID_MUNICIPIO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE,TOTAL_ROBOS_AÑO,CVEGEO,CVE_ENT,CVE_MUN,NOMGEO
1983,2017,28005,TAMAULIPAS,BURGOS,ROBO COMUN,A NEGOCIO,28,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28005,28,5,Burgos
1726,2017,21159,PUEBLA,TEOPANTLAN,ROBO COMUN,A NEGOCIO,21,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21159,21,159,Teopantlán
1725,2017,21158,PUEBLA,TENAMPULCO,ROBO COMUN,A NEGOCIO,21,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21158,21,158,Tenampulco
1724,2017,21157,PUEBLA,TEHUITZINGO,ROBO COMUN,A NEGOCIO,21,157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21157,21,157,Tehuitzingo
2370,2017,31077,YUCATAN,TEKAL DE VENEGAS,ROBO COMUN,A NEGOCIO,31,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31077,31,77,Tekal de Venegas
2371,2017,31078,YUCATAN,TEKANTO,ROBO COMUN,A NEGOCIO,31,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31078,31,78,Tekantó
1729,2017,21162,PUEBLA,TEPANGO DE RODRIGUEZ,ROBO COMUN,A NEGOCIO,21,162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21162,21,162,Tepango de Rodríguez
2078,2017,29057,TLAXCALA,SANTA APOLONIA TEACALCO,ROBO COMUN,A NEGOCIO,29,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29057,29,57,Santa Apolonia Teacalco
1730,2017,21163,PUEBLA,TEPATLAXCO DE HIDALGO,ROBO COMUN,A NEGOCIO,21,163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21163,21,163,Tepatlaxco de Hidalgo
2373,2017,31080,YUCATAN,TEKIT,ROBO COMUN,A NEGOCIO,31,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31080,31,80,Tekit
2367,2017,31074,YUCATAN,TAHMEK,ROBO COMUN,A NEGOCIO,31,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31074,31,74,Tahmek
1732,2017,21165,PUEBLA,TEPEMAXALCO,ROBO COMUN,A NEGOCIO,21,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21165,21,165,Tepemaxalco
1733,2017,21166,PUEBLA,TEPEOJUMA,ROBO COMUN,A NEGOCIO,21,166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21166,21,166,Tepeojuma
1734,2017,21167,PUEBLA,TEPETZINTLA,ROBO COMUN,A NEGOCIO,21,167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21167,21,167,Tepetzintla
2366,2017,31073,YUCATAN,TAHDZIU,ROBO COMUN,A NEGOCIO,31,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31073,31,73,Tahdziú
1735,2017,21168,PUEBLA,TEPEXCO,ROBO COMUN,A NEGOCIO,21,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21168,21,168,Tepexco
1736,2017,21169,PUEBLA,TEPEXI DE RODRIGUEZ,ROBO COMUN,A NEGOCIO,21,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21169,21,169,Tepexi de Rodríguez
1737,2017,21170,PUEBLA,TEPEYAHUALCO,ROBO COMUN,A NEGOCIO,21,170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21170,21,170,Tepeyahualco
1738,2017,21171,PUEBLA,TEPEYAHUALCO DE CUAUHTEMOC,ROBO COMUN,A NEGOCIO,21,171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21171,21,171,Tepeyahualco de Cuauhtémoc
2365,2017,31072,YUCATAN,SUMA,ROBO COMUN,A NEGOCIO,31,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31072,31,72,Suma
1740,2017,21173,PUEBLA,TETELES DE AVILA CASTILLO,ROBO COMUN,A NEGOCIO,21,173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21173,21,173,Teteles de Ávila Castillo
1722,2017,21155,PUEBLA,TECOMATLAN,ROBO COMUN,A NEGOCIO,21,155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21155,21,155,Tecomatlán
2376,2017,31083,YUCATAN,TELCHAC PUERTO,ROBO COMUN,A NEGOCIO,31,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31083,31,83,Telchac Puerto
2374,2017,31081,YUCATAN,TEKOM,ROBO COMUN,A NEGOCIO,31,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31081,31,81,Tekom
1708,2017,21141,PUEBLA,SAN PEDRO YELOIXTLAHUACA,ROBO COMUN,A NEGOCIO,21,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21141,21,141,San Pedro Yeloixtlahuaca
1697,2017,21130,PUEBLA,SAN JUAN ATENCO,ROBO COMUN,A NEGOCIO,21,130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21130,21,130,San Juan Atenco
1698,2017,21131,PUEBLA,SAN JUAN ATZOMPA,ROBO COMUN,A NEGOCIO,21,131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21131,21,131,San Juan Atzompa
2387,2017,31094,YUCATAN,TIXMEHUAC,ROBO COMUN,A NEGOCIO,31,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31094,31,94,Tixméhuac
2386,2017,31093,YUCATAN,TIXKOKOB,ROBO COMUN,A NEGOCIO,31,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31093,31,93,Tixkokob
2385,2017,31092,YUCATAN,TIXCACALCUPUL,ROBO COMUN,A NEGOCIO,31,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31092,31,92,Tixcacalcupul
1702,2017,21135,PUEBLA,SAN MIGUEL IXITLAN,ROBO COMUN,A NEGOCIO,21,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21135,21,135,San Miguel Ixitlán
2384,2017,31091,YUCATAN,TINUM,ROBO COMUN,A NEGOCIO,31,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31091,31,91,Tinum
1704,2017,21137,PUEBLA,SAN NICOLAS BUENOS AIRES,ROBO COMUN,A NEGOCIO,21,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21137,21,137,San Nicolás Buenos Aires
1705,2017,21138,PUEBLA,SAN NICOLAS DE LOS RANCHOS,ROBO COMUN,A NEGOCIO,21,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21138,21,138,San Nicolás de los Ranchos
1706,2017,21139,PUEBLA,SAN PABLO ANICANO,ROBO COMUN,A NEGOCIO,21,139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21139,21,139,San Pablo Anicano
2383,2017,31090,YUCATAN,TIMUCUY,ROBO COMUN,A NEGOCIO,31,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31090,31,90,Timucuy
2381,2017,31088,YUCATAN,TEYA,ROBO COMUN,A NEGOCIO,31,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31088,31,88,Teya
2375,2017,31082,YUCATAN,TELCHAC PUEBLO,ROBO COMUN,A NEGOCIO,31,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31082,31,82,Telchac Pueblo
2380,2017,31087,YUCATAN,TETIZ,ROBO COMUN,A NEGOCIO,31,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31087,31,87,Tetiz
2379,2017,31086,YUCATAN,TEPAKAN,ROBO COMUN,A NEGOCIO,31,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31086,31,86,Tepakán
2378,2017,31085,YUCATAN,TEMOZON,ROBO COMUN,A NEGOCIO,31,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31085,31,85,Temozón
2377,2017,31084,YUCATAN,TEMAX,ROBO COMUN,A NEGOCIO,31,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31084,31,84,Temax
1712,2017,21145,PUEBLA,SAN SEBASTIAN TLACOTEPEC,ROBO COMUN,A NEGOCIO,21,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21145,21,145,San Sebastián Tlacotepec
1713,2017,21146,PUEBLA,SANTA CATARINA TLALTEMPAN,ROBO COMUN,A NEGOCIO,21,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21146,21,146,Santa Catarina Tlaltempan
1714,2017,21147,PUEBLA,SANTA INES AHUATEMPAN,ROBO COMUN,A NEGOCIO,21,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21147,21,147,Santa Inés Ahuatempan
1715,2017,21148,PUEBLA,SANTA ISABEL CHOLULA,ROBO COMUN,A NEGOCIO,21,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21148,21,148,Santa Isabel Cholula
1716,2017,21149,PUEBLA,SANTIAGO MIAHUATLAN,ROBO COMUN,A NEGOCIO,21,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21149,21,149,Santiago Miahuatlán
1717,2017,21150,PUEBLA,HUEHUETLAN EL GRANDE,ROBO COMUN,A NEGOCIO,21,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21150,21,150,Huehuetlán el Grande
1719,2017,21152,PUEBLA,SOLTEPEC,ROBO COMUN,A NEGOCIO,21,152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21152,21,152,Soltepec
2364,2017,31071,YUCATAN,SUDZAL,ROBO COMUN,A NEGOCIO,31,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31071,31,71,Sudzal
2363,2017,31070,YUCATAN,SUCILA,ROBO COMUN,A NEGOCIO,31,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31070,31,70,Sucilá
1742,2017,21175,PUEBLA,TIANGUISMANALCO,ROBO COMUN,A NEGOCIO,21,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21175,21,175,Tianguismanalco
2340,2017,31047,YUCATAN,MANI,ROBO COMUN,A NEGOCIO,31,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31047,31,47,Maní
2348,2017,31055,YUCATAN,OPICHEN,ROBO COMUN,A NEGOCIO,31,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31055,31,55,Opichén
2347,2017,31054,YUCATAN,MUXUPIP,ROBO COMUN,A NEGOCIO,31,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31054,31,54,Muxupip
1767,2017,21200,PUEBLA,XOCHIAPULCO,ROBO COMUN,A NEGOCIO,21,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21200,21,200,Xochiapulco
2075,2017,29054,TLAXCALA,SAN LORENZO AXOCOMANITLA,ROBO COMUN,A NEGOCIO,29,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29054,29,54,San Lorenzo Axocomanitla
2346,2017,31053,YUCATAN,MUNA,ROBO COMUN,A NEGOCIO,31,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31053,31,53,Muna
1769,2017,21202,PUEBLA,XOCHITLAN DE VICENTE SUAREZ,ROBO COMUN,A NEGOCIO,21,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21202,21,202,Xochitlán de Vicente Suárez
2344,2017,31051,YUCATAN,MOCOCHA,ROBO COMUN,A NEGOCIO,31,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31051,31,51,Mocochá
1770,2017,21203,PUEBLA,XOCHITLAN TODOS SANTOS,ROBO COMUN,A NEGOCIO,21,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21203,21,203,Xochitlán Todos Santos
1771,2017,21204,PUEBLA,YAONAHUAC,ROBO COMUN,A NEGOCIO,21,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21204,21,204,Yaonáhuac
1772,2017,21205,PUEBLA,YEHUALTEPEC,ROBO COMUN,A NEGOCIO,21,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21205,21,205,Yehualtepec
2342,2017,31049,YUCATAN,MAYAPAN,ROBO COMUN,A NEGOCIO,31,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31049,31,49,Mayapán
1773,2017,21206,PUEBLA,ZACAPALA,ROBO COMUN,A NEGOCIO,21,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21206,21,206,Zacapala
2339,2017,31046,YUCATAN,MAMA,ROBO COMUN,A NEGOCIO,31,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31046,31,46,Mama
1743,2017,21176,PUEBLA,TILAPA,ROBO COMUN,A NEGOCIO,21,176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21176,21,176,Tilapa
2122,2017,30041,VERACRUZ,COETZALA,ROBO COMUN,A NEGOCIO,30,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30041,30,41,Coetzala
2338,2017,31045,YUCATAN,KOPOMA,ROBO COMUN,A NEGOCIO,31,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31045,31,45,Kopomá
2337,2017,31044,YUCATAN,KINCHIL,ROBO COMUN,A NEGOCIO,31,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31044,31,44,Kinchil
1776,2017,21209,PUEBLA,ZAPOTITLAN,ROBO COMUN,A NEGOCIO,21,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21209,21,209,Zapotitlán
1777,2017,21210,PUEBLA,ZAPOTITLAN DE MENDEZ,ROBO COMUN,A NEGOCIO,21,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21210,21,210,Zapotitlán de Méndez
2336,2017,31043,YUCATAN,KAUA,ROBO COMUN,A NEGOCIO,31,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31043,31,43,Kaua
1779,2017,21212,PUEBLA,ZAUTLA,ROBO COMUN,A NEGOCIO,21,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21212,21,212,Zautla
1780,2017,21213,PUEBLA,ZIHUATEUTLA,ROBO COMUN,A NEGOCIO,21,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21213,21,213,Zihuateutla
1781,2017,21214,PUEBLA,ZINACATEPEC,ROBO COMUN,A NEGOCIO,21,214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21214,21,214,Zinacatepec
2335,2017,31042,YUCATAN,KANTUNIL,ROBO COMUN,A NEGOCIO,31,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31042,31,42,Kantunil
1782,2017,21215,PUEBLA,ZONGOZOTLA,ROBO COMUN,A NEGOCIO,21,215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21215,21,215,Zongozotla
1783,2017,21216,PUEBLA,ZOQUIAPAN,ROBO COMUN,A NEGOCIO,21,216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21216,21,216,Zoquiapan
1765,2017,21198,PUEBLA,XICOTLAN,ROBO COMUN,A NEGOCIO,21,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21198,21,198,Xicotlán
2349,2017,31056,YUCATAN,OXKUTZCAB,ROBO COMUN,A NEGOCIO,31,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31056,31,56,Oxkutzcab
2350,2017,31057,YUCATAN,PANABA,ROBO COMUN,A NEGOCIO,31,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31057,31,57,Panabá
1762,2017,21195,PUEBLA,VICENTE GUERRERO,ROBO COMUN,A NEGOCIO,21,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21195,21,195,Vicente Guerrero
1695,2017,21128,PUEBLA,SAN JOSE CHIAPA,ROBO COMUN,A NEGOCIO,21,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21128,21,128,San José Chiapa
1745,2017,21178,PUEBLA,TLACUILOTEPEC,ROBO COMUN,A NEGOCIO,21,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21178,21,178,Tlacuilotepec
2362,2017,31069,YUCATAN,SOTUTA,ROBO COMUN,A NEGOCIO,31,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31069,31,69,Sotuta
2361,2017,31068,YUCATAN,SINANCHE,ROBO COMUN,A NEGOCIO,31,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31068,31,68,Sinanché
1747,2017,21180,PUEBLA,TLAHUAPAN,ROBO COMUN,A NEGOCIO,21,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21180,21,180,Tlahuapan
2360,2017,31067,YUCATAN,SEYE,ROBO COMUN,A NEGOCIO,31,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31067,31,67,Seyé
1749,2017,21182,PUEBLA,TLANEPANTLA,ROBO COMUN,A NEGOCIO,21,182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21182,21,182,Tlanepantla
2118,2017,30037,VERACRUZ,COAHUITLAN,ROBO COMUN,A NEGOCIO,30,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30037,30,37,Coahuitlán
2359,2017,31066,YUCATAN,SANTA ELENA,ROBO COMUN,A NEGOCIO,31,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31066,31,66,Santa Elena
1751,2017,21184,PUEBLA,TLAPACOYA,ROBO COMUN,A NEGOCIO,21,184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21184,21,184,Tlapacoya
1752,2017,21185,PUEBLA,TLAPANALA,ROBO COMUN,A NEGOCIO,21,185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21185,21,185,Tlapanalá
2358,2017,31065,YUCATAN,SAN FELIPE,ROBO COMUN,A NEGOCIO,31,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31065,31,65,San Felipe
2076,2017,29055,TLAXCALA,SAN LUCAS TECOPILCO,ROBO COMUN,A NEGOCIO,29,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29055,29,55,San Lucas Tecopilco
2357,2017,31064,YUCATAN,SANAHCAT,ROBO COMUN,A NEGOCIO,31,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31064,31,64,Sanahcat
2356,2017,31063,YUCATAN,SAMAHIL,ROBO COMUN,A NEGOCIO,31,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31063,31,63,Samahil
1754,2017,21187,PUEBLA,TLAXCO,ROBO COMUN,A NEGOCIO,21,187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21187,21,187,Tlaxco
1755,2017,21188,PUEBLA,TOCHIMILCO,ROBO COMUN,A NEGOCIO,21,188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21188,21,188,Tochimilco
2355,2017,31062,YUCATAN,SACALUM,ROBO COMUN,A NEGOCIO,31,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31062,31,62,Sacalum
1757,2017,21190,PUEBLA,TOTOLTEPEC DE GUERRERO,ROBO COMUN,A NEGOCIO,21,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21190,21,190,Totoltepec de Guerrero
1758,2017,21191,PUEBLA,TULCINGO,ROBO COMUN,A NEGOCIO,21,191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21191,21,191,Tulcingo
1759,2017,21192,PUEBLA,TUZAMAPAN DE GALEANA,ROBO COMUN,A NEGOCIO,21,192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21192,21,192,Tuzamapan de Galeana
2354,2017,31061,YUCATAN,RIO LAGARTOS,ROBO COMUN,A NEGOCIO,31,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31061,31,61,Río Lagartos
1760,2017,21193,PUEBLA,TZICATLACOYAN,ROBO COMUN,A NEGOCIO,21,193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21193,21,193,Tzicatlacoyan
2353,2017,31060,YUCATAN,QUINTANA ROO,ROBO COMUN,A NEGOCIO,31,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31060,31,60,Quintana Roo
2351,2017,31058,YUCATAN,PETO,ROBO COMUN,A NEGOCIO,31,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31058,31,58,Peto
1696,2017,21129,PUEBLA,SAN JOSE MIAHUATLAN,ROBO COMUN,A NEGOCIO,21,129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21129,21,129,San José Miahuatlán
2388,2017,31095,YUCATAN,TIXPEHUAL,ROBO COMUN,A NEGOCIO,31,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31095,31,95,Tixpéhual
1694,2017,21127,PUEBLA,SAN JERONIMO XAYACATLAN,ROBO COMUN,A NEGOCIO,21,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21127,21,127,San Jerónimo Xayacatlán
1635,2017,21068,PUEBLA,HERMENEGILDO GALEANA,ROBO COMUN,A NEGOCIO,21,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21068,21,68,Hermenegildo Galeana
2102,2017,30021,VERACRUZ,ATOYAC,ROBO COMUN,A NEGOCIO,30,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30021,30,21,Atoyac
2439,2017,32040,ZACATECAS,SAIN ALTO,ROBO COMUN,A NEGOCIO,32,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32040,32,40,Sain Alto
1637,2017,21070,PUEBLA,HUATLATLAUCA,ROBO COMUN,A NEGOCIO,21,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21070,21,70,Huatlatlauca
2014,2017,28036,TAMAULIPAS,SAN NICOLAS,ROBO COMUN,A NEGOCIO,28,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28036,28,36,San Nicolás
2437,2017,32038,ZACATECAS,PINOS,ROBO COMUN,A NEGOCIO,32,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32038,32,38,Pinos
2436,2017,32037,ZACATECAS,PANUCO,ROBO COMUN,A NEGOCIO,32,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32037,32,37,Pánuco
